GameSeed,GameName,Round,Event,Tick,Turn,PlayerCount,GameID,ComputationTimes(Copy (ms)),ComputationTimes(Agent),ComputationTimes(Actions Available Compute (ms)),ComputationTimes(Player),ComputationTimes(Next (ms)),ComputationTimes(Agent (ms)),FavoredCards(Discarded card),FavoredCards(Favored Cards)
-608220843,StirFry18,0,ACTION_TAKEN,18,5,4,3,0.0099,mcts,9.0E-4,0,0.0044,37.1918,,
-608220843,StirFry18,0,ACTION_TAKEN,19,5,4,3,0.0095,mcts,0.0039,1,0.0015,37.1743,,
-608220843,StirFry18,0,ACTION_TAKEN,20,5,4,3,0.0203,mcts,0.0035,1,0.0031,40.1769,,
-608220843,StirFry18,0,ACTION_TAKEN,21,5,4,3,0.0252,mcts,0.001,1,0.0011,40.1769,,
-608220843,StirFry18,0,ACTION_TAKEN,22,6,4,3,0.0079,mcts,6.0E-4,1,0.0042,40.1769,,
-608220843,StirFry18,0,ACTION_TAKEN,23,6,4,3,0.009,mcts,0.0012,2,5.0E-4,40.1769,,
-608220843,StirFry18,0,ACTION_TAKEN,24,7,4,3,0.0072,mcts,6.0E-4,2,0.0015,40.1769,,
-608220843,StirFry18,0,ACTION_TAKEN,25,7,4,3,0.0068,mcts,0.0021,3,0.0015,38.1278,,
-608220843,StirFry18,0,ACTION_TAKEN,26,8,4,3,0.0175,mcts,0.001,3,0.0043,38.1278,,
-608220843,StirFry18,0,ACTION_TAKEN,27,8,4,3,0.0087,mcts,0.001,0,0.0018,42.6467,,
-608220843,StirFry18,0,ACTION_TAKEN,28,8,4,3,0.0352,mcts,0.0041,0,0.0024,38.9163,,
-608220843,StirFry18,0,ACTION_TAKEN,29,8,4,3,0.0199,mcts,0.0015,0,0.001,38.9163,,
-608220843,StirFry18,0,ACTION_TAKEN,30,9,4,3,0.0077,mcts,8.0E-4,0,0.003,38.9163,,
-608220843,StirFry18,0,ACTION_TAKEN,31,9,4,3,0.0074,mcts,0.0011,1,3.0E-4,38.9163,,
-608220843,StirFry18,0,ACTION_TAKEN,32,10,4,3,0.0069,mcts,6.0E-4,1,0.0013,38.9163,,
-608220843,StirFry18,0,ACTION_TAKEN,33,10,4,3,0.0068,mcts,0.001,2,3.0E-4,38.9163,,
-608220843,StirFry18,0,ACTION_TAKEN,34,11,4,3,0.0066,mcts,5.0E-4,2,0.0011,38.9163,,
-608220843,StirFry18,0,ACTION_TAKEN,35,11,4,3,0.0067,mcts,0.003,3,0.0026,42.4742,,
-608220843,StirFry18,0,ACTION_TAKEN,36,11,4,3,0.0314,mcts,0.001,3,0.0011,42.4742,,
-608220843,StirFry18,0,ACTION_TAKEN,37,12,4,3,0.0093,mcts,7.0E-4,3,0.004,42.4742,,
-608220843,StirFry18,0,ACTION_TAKEN,38,12,4,3,0.009,mcts,0.0021,0,5.0E-4,42.4742,,
-608220843,StirFry18,0,ACTION_TAKEN,39,13,4,3,0.0087,mcts,5.0E-4,0,0.0014,42.4742,,
-608220843,StirFry18,0,ACTION_TAKEN,40,13,4,3,0.0067,mcts,0.001,1,0.0019,38.2231,,
-608220843,StirFry18,0,ACTION_TAKEN,41,13,4,3,0.0321,mcts,0.004,1,0.0022,38.5516,,
-608220843,StirFry18,0,ACTION_TAKEN,42,14,4,3,0.0298,mcts,0.0013,1,0.0038,38.5516,,
-608220843,StirFry18,0,ACTION_TAKEN,43,14,4,3,0.0086,mcts,0.0027,2,0.0023,38.8672,,
-608220843,StirFry18,0,ACTION_TAKEN,44,14,4,3,0.0519,mcts,0.0012,2,8.0E-4,38.8672,,
-608220843,StirFry18,0,ACTION_TAKEN,45,15,4,3,0.0087,mcts,6.0E-4,2,0.0037,38.8672,,
-608220843,StirFry18,0,ACTION_TAKEN,46,15,4,3,0.0079,mcts,0.0012,3,3.0E-4,38.8672,,
-608220843,StirFry18,0,ACTION_TAKEN,47,16,4,3,0.0069,mcts,5.0E-4,3,0.0012,38.8672,,
-608220843,StirFry18,0,ACTION_TAKEN,48,16,4,3,0.0067,mcts,0.0021,0,0.0018,38.0876,,
-608220843,StirFry18,0,ACTION_TAKEN,49,16,4,3,0.0499,mcts,0.0018,0,0.0034,38.4087,,
-608220843,StirFry18,0,ACTION_TAKEN,50,16,4,3,0.0263,mcts,0.0115,0,0.0012,38.4087,,
-608220843,StirFry18,0,ACTION_TAKEN,51,16,4,3,0.0121,mcts,0.001,0,0.0015,41.9157,GREEN_ONION,CHICKEN-GREEN_ONION-MUSHROOMS-MUSHROOMS-MUSHROOMS-SOY_SAUCE-
-608220843,StirFry18,0,ACTION_TAKEN,52,16,4,3,0.0304,mcts,0.0018,0,0.0017,38.288,MUSHROOMS,CHICKEN-GREEN_ONION-MUSHROOMS-MUSHROOMS-SOY_SAUCE-
-608220843,StirFry18,0,ACTION_TAKEN,53,16,4,3,0.0203,mcts,0.001,0,0.0014,39.4118,MUSHROOMS,CHICKEN-GREEN_ONION-MUSHROOMS-SOY_SAUCE-
-608220843,StirFry18,0,ACTION_TAKEN,54,16,4,3,0.026,mcts,0.0012,0,0.0014,40.2524,GREEN_ONION,CHICKEN-MUSHROOMS-SOY_SAUCE-
-608220843,StirFry18,0,ACTION_TAKEN,55,17,4,3,0.0243,mcts,0.001,0,0.0069,40.2524,,
-608220843,StirFry18,0,ACTION_TAKEN,56,17,4,3,0.008,mcts,0.0042,1,0.0029,41.0176,,
-608220843,StirFry18,0,ACTION_TAKEN,57,17,4,3,0.0209,mcts,0.0015,1,0.0013,41.0176,,
-608220843,StirFry18,0,ACTION_TAKEN,58,18,4,3,0.0084,mcts,8.0E-4,1,0.0037,41.0176,,
-608220843,StirFry18,0,ACTION_TAKEN,59,18,4,3,0.0076,mcts,0.0017,2,3.0E-4,41.0176,,
-608220843,StirFry18,0,ACTION_TAKEN,60,19,4,3,0.0063,mcts,5.0E-4,2,0.0012,41.0176,,
-608220843,StirFry18,0,ACTION_TAKEN,61,19,4,3,0.0184,mcts,0.0014,3,0.0017,37.2611,,
-608220843,StirFry18,0,ACTION_TAKEN,62,19,4,3,0.0521,mcts,0.0024,3,9.0E-4,37.2611,,
-608220843,StirFry18,0,ACTION_TAKEN,63,20,4,3,0.0109,mcts,7.0E-4,3,0.0035,37.2611,,
-608220843,StirFry18,0,ACTION_TAKEN,64,20,4,3,0.007,mcts,0.0013,0,0.0015,41.1186,,
-608220843,StirFry18,0,ACTION_TAKEN,65,20,4,3,0.028,mcts,0.0022,0,0.0019,37.7207,,
