Agent \ Game #,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
mcts,112,107,106,113,149,144,64,144,106,103,137,154,147,127,71,114,106,113,133,108,148,119,161,103,128,119,102,119,143,135
