PlayerName-3 \ Game #,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
mcts,136,157,130,151,143,121,158,172,140,81,143,109,140,138,130,151,135,157,139,143,147,145,161,146,147,136,177,172,168,171
