PlayerName-2 \ Game #,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
mcts,116,153,149,155,135,119,116,100,147,144,128,111,104,152,120,145,149,160,138,140,117,142,94,133,161,144,159,128,106,177
