PlayerName-0 \ Game #,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
mcts,121,77,156,153,145,137,107,105,116,117,136,135,117,75,143,101,101,164,136,137,117,123,129,154,124,91,146,159,128,95
