Cooked with - \ Game #,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
MUSHROOMS-NOODLES-PORK-CHICKEN-,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOY_SAUCE-NOODLES-SHRIMP-GREEN_ONION-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GINGER-MUSHROOMS-SHRIMP-PORK-NOODLES-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
NOODLES-PORK-SOY_SAUCE-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
MUSHROOMS-SHRIMP-NOODLES-GINGER-GREEN_ONION-,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOY_SAUCE-PORK-NOODLES-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PORK-GINGER-SOY_SAUCE-MUSHROOMS-NOODLES-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SHRIMP-NOODLES-GREEN_ONION-MUSHROOMS-,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSHROOMS-PORK-NOODLES-GINGER-GREEN_ONION-,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOODLES-CHICKEN-GREEN_ONION-SOY_SAUCE-,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SHRIMP-PORK-NOODLES-GINGER-SOY_SAUCE-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SOY_SAUCE-MUSHROOMS-NOODLES-,0,1,1,2,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,5,0
PORK-NOODLES-SHRIMP-,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOY_SAUCE-MUSHROOMS-NOODLES-PORK-CHICKEN-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
GREEN_ONION-MUSHROOMS-NOODLES-SHRIMP-PORK-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SOY_SAUCE-MUSHROOMS-NOODLES-PORK-GINGER-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
NOODLES-GINGER-SOY_SAUCE-MUSHROOMS-,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
GINGER-GREEN_ONION-SOY_SAUCE-NOODLES-PORK-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PORK-CHICKEN-GINGER-GREEN_ONION-MUSHROOMS-NOODLES-,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSHROOMS-PORK-NOODLES-CHICKEN-GINGER-,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SHRIMP-GREEN_ONION-SOY_SAUCE-MUSHROOMS-NOODLES-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MUSHROOMS-NOODLES-GREEN_ONION-SOY_SAUCE-,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
CHICKEN-NOODLES-SHRIMP-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOY_SAUCE-NOODLES-PORK-GINGER-GREEN_ONION-,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOY_SAUCE-SHRIMP-NOODLES-PORK-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SHRIMP-NOODLES-CHICKEN-MUSHROOMS-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SOY_SAUCE-MUSHROOMS-SHRIMP-NOODLES-PORK-,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NOODLES-PORK-GINGER-SOY_SAUCE-MUSHROOMS-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
NOODLES-PORK-CHICKEN-GINGER-MUSHROOMS-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SOY_SAUCE-SHRIMP-NOODLES-CHICKEN-,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GINGER-GREEN_ONION-SOY_SAUCE-MUSHROOMS-NOODLES-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0
MUSHROOMS-SHRIMP-NOODLES-SOY_SAUCE-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GREEN_ONION-SOY_SAUCE-NOODLES-CHICKEN-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MUSHROOMS-NOODLES-GINGER-SOY_SAUCE-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
NOODLES-PORK-GREEN_ONION-SOY_SAUCE-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
MUSHROOMS-NOODLES-CHICKEN-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
GREEN_ONION-NOODLES-CHICKEN-GINGER-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PORK-CHICKEN-GINGER-GREEN_ONION-SOY_SAUCE-NOODLES-,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOODLES-SHRIMP-PORK-GINGER-GREEN_ONION-,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOY_SAUCE-NOODLES-SHRIMP-PORK-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
PORK-CHICKEN-GINGER-SOY_SAUCE-MUSHROOMS-NOODLES-,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSHROOMS-NOODLES-PORK-GREEN_ONION-SOY_SAUCE-,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
MUSHROOMS-NOODLES-PORK-GINGER-GREEN_ONION-SOY_SAUCE-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NOODLES-GINGER-GREEN_ONION-SOY_SAUCE-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
MUSHROOMS-PORK-NOODLES-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
SHRIMP-NOODLES-MUSHROOMS-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSHROOMS-NOODLES-GINGER-,0,0,0,2,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSHROOMS-NOODLES-PORK-GINGER-SOY_SAUCE-,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GREEN_ONION-SOY_SAUCE-MUSHROOMS-NOODLES-SHRIMP-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
GREEN_ONION-NOODLES-CHICKEN-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
NOODLES-GINGER-GREEN_ONION-MUSHROOMS-,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
NOODLES-GINGER-GREEN_ONION-SOY_SAUCE-MUSHROOMS-,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
NOODLES-GINGER-GREEN_ONION-,0,0,0,0,1,1,0,0,0,0,1,3,1,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,1
GINGER-SOY_SAUCE-NOODLES-,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0
SOY_SAUCE-NOODLES-CHICKEN-GINGER-,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SHRIMP-CHICKEN-SOY_SAUCE-MUSHROOMS-NOODLES-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
GINGER-SOY_SAUCE-MUSHROOMS-NOODLES-PORK-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GREEN_ONION-MUSHROOMS-NOODLES-PORK-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
PORK-GREEN_ONION-SOY_SAUCE-MUSHROOMS-NOODLES-,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SHRIMP-NOODLES-GINGER-GREEN_ONION-SOY_SAUCE-,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSHROOMS-NOODLES-SHRIMP-GINGER-GREEN_ONION-,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOODLES-PORK-CHICKEN-GREEN_ONION-SOY_SAUCE-MUSHROOMS-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GINGER-SOY_SAUCE-SHRIMP-NOODLES-,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GINGER-GREEN_ONION-NOODLES-,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
MUSHROOMS-NOODLES-SHRIMP-CHICKEN-GREEN_ONION-,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PORK-SOY_SAUCE-MUSHROOMS-NOODLES-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NOODLES-SHRIMP-PORK-MUSHROOMS-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSHROOMS-NOODLES-SHRIMP-PORK-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SOY_SAUCE-MUSHROOMS-NOODLES-PORK-GREEN_ONION-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOODLES-GINGER-MUSHROOMS-,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2,1,0,0,0,0
MUSHROOMS-SHRIMP-PORK-NOODLES-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
NOODLES-CHICKEN-GINGER-GREEN_ONION-SOY_SAUCE-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSHROOMS-NOODLES-CHICKEN-GREEN_ONION-,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GREEN_ONION-SHRIMP-NOODLES-CHICKEN-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
GREEN_ONION-NOODLES-SHRIMP-CHICKEN-GINGER-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
GREEN_ONION-SOY_SAUCE-NOODLES-PORK-,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CHICKEN-GINGER-NOODLES-,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GINGER-NOODLES-CHICKEN-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
GREEN_ONION-MUSHROOMS-SHRIMP-NOODLES-GINGER-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
GREEN_ONION-SOY_SAUCE-MUSHROOMS-NOODLES-PORK-CHICKEN-GINGER-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
MUSHROOMS-PORK-NOODLES-GREEN_ONION-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
NOODLES-SHRIMP-GREEN_ONION-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SHRIMP-PORK-NOODLES-CHICKEN-MUSHROOMS-,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOY_SAUCE-MUSHROOMS-NOODLES-PORK-,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SHRIMP-CHICKEN-GINGER-GREEN_ONION-MUSHROOMS-NOODLES-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NOODLES-SHRIMP-PORK-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GREEN_ONION-NOODLES-SHRIMP-GINGER-,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SHRIMP-PORK-NOODLES-,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GREEN_ONION-SOY_SAUCE-MUSHROOMS-NOODLES-,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0
NOODLES-SHRIMP-CHICKEN-GINGER-SOY_SAUCE-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSHROOMS-NOODLES-PORK-GREEN_ONION-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SOY_SAUCE-NOODLES-CHICKEN-GREEN_ONION-,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SHRIMP-NOODLES-GINGER-SOY_SAUCE-,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NOODLES-CHICKEN-GINGER-GREEN_ONION-SOY_SAUCE-MUSHROOMS-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SHRIMP-GREEN_ONION-NOODLES-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NOODLES-CHICKEN-GREEN_ONION-MUSHROOMS-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SOY_SAUCE-SHRIMP-NOODLES-GINGER-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SHRIMP-GINGER-MUSHROOMS-NOODLES-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MUSHROOMS-SHRIMP-NOODLES-CHICKEN-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CHICKEN-SHRIMP-NOODLES-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NOODLES-PORK-GREEN_ONION-SOY_SAUCE-MUSHROOMS-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
GREEN_ONION-SOY_SAUCE-MUSHROOMS-PORK-NOODLES-,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PORK-NOODLES-CHICKEN-GINGER-,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOODLES-CHICKEN-MUSHROOMS-,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOODLES-GREEN_ONION-SOY_SAUCE-MUSHROOMS-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
MUSHROOMS-NOODLES-CHICKEN-SOY_SAUCE-,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GREEN_ONION-SOY_SAUCE-SHRIMP-NOODLES-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GREEN_ONION-SHRIMP-NOODLES-PORK-GINGER-,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSHROOMS-NOODLES-SOY_SAUCE-,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PORK-NOODLES-GINGER-SOY_SAUCE-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOODLES-PORK-CHICKEN-GINGER-GREEN_ONION-MUSHROOMS-,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSHROOMS-NOODLES-GREEN_ONION-,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GINGER-GREEN_ONION-SOY_SAUCE-MUSHROOMS-SHRIMP-NOODLES-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
